temp,humidity,light
32.72377810516104,67.55859654480402,262.99037164049406
23.669465972950604,56.02040746348925,155.65703648798242
28.657376649481094,64.02341816841505,442.23174519344434
27.79857243945041,43.08275541163737,328.80891103986056
28.15443807001996,48.87217820984462,420.1447688168244
32.098966386212425,53.61361742435075,402.8502104842685
27.415848644024496,49.40953156978229,459.5131023923166
29.143888890290953,74.64145215976842,214.1351527792497
22.079819051389208,51.84390989026141,296.09451183295045
32.299534936836984,62.56161646620491,409.48982930212964
33.25460257045273,73.00447023931814,223.74585301596076
23.305795403036257,66.99198334892793,416.1871049548189
31.178586739093788,50.65902360841193,271.54872046009564
22.958907603898346,60.854060986931735,387.1915734232782
28.152855809051125,77.24943324842482,354.22637072453546
21.176803296390673,72.75480119605422,172.49769163488207
23.087023517503344,61.2063588686975,120.41195841083545
22.48241978298372,51.150830625545446,303.0454799195221
26.319008213221096,67.31975705349322,418.1526442775794
27.67060262032242,78.7987632695506,151.93573065670708
27.67565626491111,43.55178333109683,296.8163864303739
34.11698569301763,41.680266869561365,348.71695996676044
32.283909102076585,58.90787184305728,127.21294109469059
20.105732450185823,41.08108838211507,280.71261810697155
21.79102431198469,43.33963635461703,118.07761846367653
28.784956232375194,70.40542494522916,358.93244842675193
29.52143574406755,73.92626646635422,375.2350026454137
25.179467525684714,50.41784455612565,374.9033019684787
25.015522166994256,77.01102352049435,353.7245015842207
32.52202079270664,44.18811608751214,166.75358542086744
22.887188641027887,66.29149394236852,156.38595529242343
28.585402297642098,76.5599906012366,389.25314986222327
25.658541835954523,75.9235815164017,342.3577419870706
32.090995803648816,64.28452499374924,216.53643017729803
28.95762807712337,72.73288937063832,152.29119499280785
20.697452398997108,61.263005964219445,307.80243782241075
28.712474075736296,67.46288344584507,187.54965710773175
20.083236932120673,46.96829703701063,124.44592335068046
31.238399029151005,45.95311795070119,315.9449047632168
32.182787373849514,49.21913534123372,493.5336051401538
30.345657402879194,63.150593269792935,416.9503426045151
25.01816278505782,67.81440710507509,153.8328567689058
34.18148182778053,77.75773065707386,315.1043425680735
25.076154905265593,42.871793741791194,154.96783702789415
29.934746808433985,50.26818549385145,195.28649174051966
25.73619753432146,77.21563341341471,333.6982256518186
